"Consumer Price Index (CPI) statistics, measures of core inflation and other related statistics - Bank of Canada definitions 1"
"Frequency: Monthly"
"Table: 18-10-0256-01 (formerly CANSIM 326-0023)"
"Release date: 2024-11-19"
"Geography: Canada"
""
""

"Geography","Canada"
"Alternative measures","Consumer Price Index (CPI), all-items excluding the effect of indirect taxes 2"
"Reference period"
,"2002=100"
"November 2022","152.8"
"December 2022","151.8"
"January 2023","152.7"
"February 2023","153.3"
"March 2023","154.1"
"April 2023","155.0"
"May 2023","155.6"
"June 2023","155.7"
"July 2023","156.6"
"August 2023","157.2"
"September 2023","157.0"
"October 2023","157.2"
"November 2023","157.4"
"December 2023","156.8"




Footnotes:
1,"From April 2020 to November 2021, and from January 2022 to February 2022, certain sub-indexes and components thereof were imputed using special approaches in either one, or more months. The affected indexes include child care services; housekeeping services; air transportation; personal care services; recreational services; travel tours; spectator entertainment; use of recreational facilities and services; beer served in licensed establishments; wine served in licensed establishments, and liquor served in licensed establishments. The details of these treatments from April 2020 to March 2021 are provided in technical supplements available through the <a href="https://www150.statcan.gc.ca/n1/en/catalogue/62F0014M" rel="external noopener noreferrer" target="_blank">Prices Analytical Series(opens new window)</a>. Starting in April 2021, details and treatments are available upon request by contacting the <a href="mailto:statcan.cpddisseminationunit-dpcunitedediffusion.statcan@statcan.gc.ca" rel="external noopener noreferrer" target="_blank">Consumer Prices Division (opens new window)</a>."
2,"Differences in historical data exist between this table and table 176-0003. These differences are attributable to the use of Statistics Canada's full-precision input series and unique seasonal adjustment specifications, which were not previously available for the calculations made by the Bank of Canada."



"How to cite: Statistics Canada. Table 18-10-0256-01  Consumer Price Index (CPI) statistics, measures of core inflation and other related statistics - Bank of Canada definitions"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1810025601
